#Wavelength (nm)
561.46875 0.011949522
561.75 0.011895739
561.9375 0.011908732
562.1875 0.011878765
562.40625 0.011909203
562.65625 0.011914039
562.90625 0.011954252
563.125 0.011849638
563.34375 0.011857359
563.59375 0.011961735
563.8125 0.011831631
564.0625 0.011909077
564.25 0.011848258
564.53125 0.011894886
564.6875 0.011892132
564.84375 0.011805644
565.03125 0.01181433
565.3125 0.011816808
565.5 0.011857567
565.71875 0.011896498
565.875 0.011910276
566.09375 0.011922072
566.21875 0.011858474
566.40625 0.011914112
566.65625 0.011862085
566.8125 0.011860435
567 0.011895922
567.21875 0.011849477
567.375 0.01191484
567.5 0.011827653
567.71875 0.011853114
567.875 0.011839378
568.0625 0.011861467
568.25 0.01183997
568.4375 0.011861253
568.59375 0.011807015
568.875 0.011829319
569.0625 0.01178564
569.3125 0.011768349
569.53125 0.01188341
569.71875 0.011897524
569.875 0.011847318
570.0625 0.01184855
570.28125 0.011805235
570.53125 0.011819892
570.6875 0.011852942
570.90625 0.011765824
571.0625 0.011847945
571.25 0.011811201
571.40625 0.011874231
571.5625 0.01184656
571.78125 0.011808051
572 0.01174116
572.15625 0.011829913
572.34375 0.011714063
572.5 0.011771606
572.71875 0.011758673
572.875 0.011817635
573.0625 0.011813487
573.21875 0.011865352
573.4375 0.011818846
573.59375 0.011785483
573.75 0.011874662
573.96875 0.011731983
574.125 0.011763347
574.3125 0.011813841
574.53125 0.011752274
574.6875 0.01178564
574.875 0.011791382
575.03125 0.011769018
575.1875 0.01177325
575.40625 0.011764348
575.625 0.011760853
575.75 0.011700902
575.96875 0.011757434
576.1875 0.011822598
576.34375 0.01173877
576.46875 0.011758634
576.6875 0.011798937
576.84375 0.011743098
577.03125 0.011665422
577.21875 0.011716915
577.40625 0.011721085
577.625 0.011727794
577.78125 0.011774375
577.9375 0.011694267
578.125 0.011766978
578.34375 0.011750279
578.5 0.011821331
578.65625 0.011759099
578.875 0.011768241
579.03125 0.011718817
579.21875 0.011755749
579.375 0.011829031
579.59375 0.011660921
579.8125 0.011699354
579.96875 0.011754716
580.125 0.011694277
580.3125 0.01178955
580.46875 0.011737631
580.6875 0.011827665
580.875 0.011657518
581.03125 0.011737471
581.25 0.011646789
581.40625 0.011751717
581.625 0.011782751
581.84375 0.011824364
582 0.011689988
582.15625 0.01174466
582.34375 0.011721146
582.53125 0.011749467
582.6875 0.011752596
582.90625 0.011696035
583.125 0.011759744
583.3125 0.011757683
583.53125 0.011672813
583.8125 0.011746368
584 0.011675002
584.1875 0.011740748
584.34375 0.011769512
584.5625 0.011730318
584.71875 0.01168278
584.90625 0.011688182
585.15625 0.011686469
585.40625 0.011722214
585.59375 0.011644676
585.8125 0.011726836
586.03125 0.011674007
586.1875 0.011734747
586.4375 0.011719911
586.53125 0.01166027
586.71875 0.011677482
586.9375 0.011820751
587.09375 0.011739688
587.25 0.011691976
587.46875 0.011657333
587.65625 0.01173077
587.8125 0.011715832
588.03125 0.011728447
588.1875 0.011716698
588.40625 0.011718522
588.53125 0.011734317
588.71875 0.011611309
588.90625 0.011689148
589.0625 0.011672354
589.28125 0.011830789
589.46875 0.011735381
589.625 0.011694042
589.84375 0.011666094
590 0.011692197
590.15625 0.011690395
590.375 0.011736692
590.53125 0.011788096
590.71875 0.011648344
590.9375 0.01169339
591.09375 0.011685058
591.25 0.0116792
591.46875 0.011653929
591.625 0.011651258
591.8125 0.011708894
592.03125 0.011682768
592.1875 0.011706412
592.375 0.011719929
592.53125 0.011675877
592.6875 0.01165796
592.90625 0.011687761
593.0625 0.011644526
593.25 0.011711835
593.46875 0.011707105
593.625 0.011672897
593.84375 0.011691482
594 0.011668215
594.15625 0.011674742
594.34375 0.011628425
594.5 0.011690408
594.71875 0.011653076
594.9375 0.011684589
595.0625 0.0116478
595.28125 0.011682904
595.4375 0.011728817
595.59375 0.011598633
595.78125 0.011673319
596 0.011664727
596.15625 0.011653841
596.375 0.011609932
596.53125 0.011651076
596.75 0.011717488
596.9375 0.011636845
597.09375 0.01170271
597.3125 0.011679268
597.53125 0.011683976
597.71875 0.011667882
597.9375 0.011744099
598.125 0.011610373
598.34375 0.011626852
598.53125 0.011688942
598.75 0.011732846
598.90625 0.011606611
599.09375 0.011573807
599.25 0.011593281
599.53125 0.011663161
599.78125 0.011679561
600.0625 0.011641605
600.28125 0.011642043
600.4375 0.011655219
600.59375 0.011740417
600.78125 0.011664966
601 0.011624274
601.21875 0.01162505
601.4375 0.011729979
601.625 0.011728699
601.84375 0.011636
602.03125 0.011695345
602.25 0.011705688
602.4375 0.011670569
602.71875 0.011756357
602.90625 0.011702243
603.15625 0.011638658
603.375 0.011700296
603.625 0.011684924
603.84375 0.011697799
604.09375 0.011725528
604.3125 0.011699126
604.5625 0.011668388
604.75 0.011699023
605.03125 0.011685257
605.21875 0.011755438
605.46875 0.011641848
605.6875 0.011635959
605.9375 0.011677694
606.125 0.011699212
606.34375 0.011652042
606.5 0.011647288
606.71875 0.011704292
606.875 0.011658428
607.0625 0.011698112
607.28125 0.011648948
607.4375 0.01169659
607.625 0.0117055
607.78125 0.011720024
608 0.01167323
608.15625 0.011646193
608.3125 0.01165253
608.53125 0.011682797
608.71875 0.011706939
608.875 0.011646778
609.03125 0.011707581
609.25 0.011660832
609.40625 0.011737351
609.625 0.011677056
609.8125 0.011667987
609.96875 0.011679358
610.1875 0.011668337
610.34375 0.011680681
610.5625 0.01178796
610.6875 0.011783026
610.90625 0.011715371
611.0625 0.011667913
611.21875 0.011713691
611.40625 0.011695444
611.625 0.01168313
611.78125 0.011685355
612 0.011831557
612.15625 0.011723217
612.34375 0.011656042
612.5 0.011766755
612.71875 0.011777776
612.9375 0.011677199
613.125 0.011707806
613.3125 0.011728411
613.53125 0.011757664
613.71875 0.011732787
613.9375 0.011735503
614.125 0.011690855
614.40625 0.011659446
614.625 0.011658768
614.875 0.011708899
615.0625 0.011760091
615.34375 0.011714135
615.53125 0.011729923
615.78125 0.011746848
616 0.011746424
616.25 0.011756295
616.4375 0.01176078
616.71875 0.011700425
616.90625 0.011637808
617.15625 0.011731788
617.375 0.011736985
617.625 0.011775275
617.84375 0.011765858
618.09375 0.011688326
618.34375 0.011771508
618.53125 0.011819054
618.8125 0.011739395
619 0.011726093
619.28125 0.011756504
619.40625 0.011696583
619.625 0.011751171
619.78125 0.01177503
619.9375 0.01181483
620.15625 0.011765435
620.375 0.011779223
620.53125 0.011787544
620.75 0.011780317
620.9375 0.011766538
621.15625 0.011807139
621.34375 0.011731016
621.5625 0.011762585
621.75 0.011853773
621.90625 0.011786741
622.09375 0.011775951
622.375 0.011763582
622.5625 0.011778992
622.71875 0.011776556
622.9375 0.011651058
623.125 0.011789094
623.34375 0.011765227
623.53125 0.011822201
623.8125 0.011742162
624.03125 0.01184567
624.28125 0.011781981
624.5 0.011778134
624.75 0.011734012
624.9375 0.011777299
625.21875 0.011749425
625.40625 0.011876536
625.65625 0.011826009
625.875 0.01179605
626.03125 0.011781355
626.1875 0.011820751
626.375 0.011815868
626.59375 0.011717847
626.8125 0.011750339
626.96875 0.011871037
627.125 0.011803253
627.3125 0.011869536
627.5625 0.011836056
627.6875 0.011834029
627.90625 0.011799745
628.125 0.011749318
628.3125 0.011761545
628.59375 0.011822774
628.78125 0.011784936
629.03125 0.011775148
629.25 0.011764784
629.5 0.011764242
629.71875 0.01171625
629.96875 0.011774996
630.1875 0.011770963
630.4375 0.011786028
630.65625 0.011700407
630.90625 0.011789411
631.09375 0.011758556
631.375 0.011826399
631.5 0.011938435
631.6875 0.011745826
631.875 0.011766792
632.03125 0.011725188
632.25 0.011825479
632.46875 0.011802547
632.6875 0.011815157
632.875 0.011769064
633.125 0.011788181
633.34375 0.011744397
633.59375 0.011959845
633.84375 0.011763254
634.03125 0.011820616
634.25 0.011772734
634.40625 0.011823126
634.5625 0.01182441
634.75 0.011861457
634.90625 0.011871255
635.1875 0.011787544
635.375 0.011808207
635.625 0.011874564
635.84375 0.011770376
636.09375 0.011804225
636.3125 0.01175219
636.5625 0.011892921
636.75 0.011786132
637.03125 0.011886582
637.1875 0.011831461
637.375 0.011891899
637.53125 0.011855233
637.8125 0.011834089
638.09375 0.011791379
638.28125 0.01174606
638.5 0.011762704
638.65625 0.011862586
638.84375 0.011773616
639 0.011878337
639.21875 0.011792794
639.4375 0.011864649
639.625 0.011802164
639.84375 0.01179739
640.125 0.011756344
640.3125 0.011745432
640.5625 0.011794961
640.78125 0.01176094
641.03125 0.011712916
641.21875 0.011908099
641.46875 0.011853208
641.6875 0.011851043
641.84375 0.01179896
642.0625 0.011807732
642.25 0.011769617
642.40625 0.011822497
642.625 0.011792544
642.78125 0.01185634
642.9375 0.011812646
643.15625 0.011817927
643.34375 0.01184047
643.5 0.011752615
643.71875 0.011764069
643.96875 0.011897252
644.25 0.01181107
644.46875 0.011890849
644.6875 0.011842786
644.875 0.011741835
645.15625 0.011862581
645.40625 0.011843328
645.65625 0.011777308
645.84375 0.011814285
646.125 0.011848765
646.375 0.011847634
646.5 0.011863932
646.6875 0.011834366
646.90625 0.011855974
647.0625 0.011864847
647.28125 0.011817537
647.46875 0.011795963
647.71875 0.011765141
647.90625 0.011849876
648.15625 0.011790569
648.40625 0.011799271
648.59375 0.011852739
648.875 0.011884851
649.0625 0.011774528
649.3125 0.011919157
649.53125 0.011816802
649.71875 0.011823094
649.9375 0.011860157
650.09375 0.011802507
650.3125 0.011826998
650.5 0.011796089
650.71875 0.011808094
650.90625 0.011771088
651.15625 0.011862865
651.375 0.011797868
651.625 0.0116814
651.8125 0.011846196
652.0625 0.011935626
652.28125 0.011824851
652.53125 0.011749748
652.75 0.011745664
653 0.011894052
653.1875 0.011736942
653.46875 0.011734179
653.71875 0.011722973
653.96875 0.011790423
654.15625 0.011777124
654.40625 0.011765508
654.625 0.011711548
654.78125 0.011763182
654.96875 0.011746764
655.1875 0.011720583
655.375 0.011713995
655.59375 0.011746209
655.8125 0.011754025
655.9375 0.011891314
656.1875 0.011798352
656.375 0.011817263
656.59375 0.011800694
656.78125 0.011857152
657 0.011762523
657.15625 0.011801839
657.34375 0.011719622
657.5 0.011803497
657.71875 0.011785654
657.9375 0.011807551
658.125 0.011687261
658.3125 0.011838215
658.53125 0.011779377
658.71875 0.01176369
659 0.011814839
659.25 0.011751601
659.4375 0.01172493
659.71875 0.011802039
659.96875 0.011710822
660.1875 0.011796034
660.375 0.011747637
660.625 0.01179722
660.84375 0.011723976
661.09375 0.011777217
661.3125 0.011766445
661.4375 0.011771032
661.625 0.01184451
661.8125 0.011723978
662.03125 0.011771868
662.21875 0.011703645
662.4375 0.011746849
662.6875 0.011787708
662.90625 0.011772083
663.15625 0.011782808
663.34375 0.011769748
663.625 0.011796025
663.8125 0.011724968
664.0625 0.011764011
664.28125 0.011664652
664.53125 0.011672793
664.75 0.011700032
665 0.011787504
665.1875 0.011745065
665.4375 0.011649803
665.65625 0.011679712
665.90625 0.011651359
666.15625 0.011717437
666.3125 0.011760242
666.53125 0.011717577
666.6875 0.01170289
666.84375 0.011813618
667.0625 0.011830141
667.3125 0.011673342
667.53125 0.011687318
667.75 0.011630737
667.875 0.011669337
668.0625 0.011732847
668.3125 0.011741332
668.53125 0.011693756
668.78125 0.011765745
668.96875 0.011736547
669.21875 0.011679734
669.46875 0.011679699
669.6875 0.011701186
669.9375 0.011680606
670.09375 0.011774617
670.28125 0.011667729
670.4375 0.01169665
670.75 0.01175199
670.90625 0.011701346
671.09375 0.011711297
671.3125 0.011645321
671.46875 0.011715938
671.6875 0.011710276
671.84375 0.011689871
672.0625 0.011704508
672.21875 0.011666144
672.34375 0.011669683
672.5625 0.01171737
672.78125 0.011692642
672.96875 0.011574945
673.1875 0.011745539
673.4375 0.011691742
673.65625 0.011723788
673.90625 0.011641779
674.09375 0.011653516
674.375 0.011723111
674.5 0.011636284
674.71875 0.011693158
674.875 0.011681533
675.09375 0.011646997
675.25 0.011557786
675.4375 0.011620505
675.6875 0.011621828
675.90625 0.011634049
676.125 0.011583883
676.28125 0.011693082
676.46875 0.011581224
676.6875 0.011568351
676.875 0.011621659
677.15625 0.011611055
677.34375 0.011650582
677.625 0.011636701
677.8125 0.011561891
678.09375 0.011672689
678.21875 0.011638182
678.4375 0.011609239
678.59375 0.011564452
678.875 0.011614467
679.1875 0.011655165
679.3125 0.011681215
679.46875 0.011596506
679.75 0.011545783
680 0.011544905
680.15625 0.011527085
680.375 0.01161823
680.625 0.011547683
680.84375 0.01160132
681.09375 0.01154313
681.34375 0.011585382
681.5625 0.011537296
681.875 0.011568724
682 0.011588584
682.28125 0.011574295
682.46875 0.011596254
682.75 0.011584795
682.9375 0.011567645
683.09375 0.011590868
683.25 0.011579958
683.5 0.011557292
683.78125 0.011627802
683.9375 0.011569891
684.09375 0.01159645
684.28125 0.011563991
684.4375 0.011660948
684.65625 0.01157227
684.90625 0.011550767
685.125 0.011515045
685.375 0.011560453
685.59375 0.011539176
685.84375 0.011586483
686.03125 0.0114904
686.34375 0.011529267
686.5625 0.011514123
686.71875 0.011480927
686.9375 0.011521746
687.0625 0.011577547
687.3125 0.011588425
687.4375 0.011630534
687.65625 0.011459173
687.875 0.011544034
688.0625 0.011495902
688.21875 0.011497847
688.4375 0.011482426
688.65625 0.011420355
688.84375 0.011563494
689.125 0.011540492
689.3125 0.011448767
689.59375 0.011501597
689.78125 0.011464911
690.0625 0.011491417
690.1875 0.01155316
690.40625 0.011541185
690.59375 0.011442478
690.75 0.011504102
690.90625 0.011552509
691.125 0.011464608
691.28125 0.011525459
691.46875 0.011490618
691.6875 0.011486184
691.90625 0.011387643
692.09375 0.011483843
692.3125 0.011401369
692.5 0.01151813
692.65625 0.011502605
692.875 0.011437151
693.09375 0.011514944
693.375 0.011473224
693.53125 0.011457872
693.71875 0.011443016
693.875 0.011476571
694.09375 0.011448928
694.3125 0.011428611
694.5 0.011525043
694.71875 0.011399323
694.90625 0.011508754
695.0625 0.011403399
695.28125 0.01147068
695.4375 0.011464966
695.65625 0.011446245
695.8125 0.011443532
696 0.011538191
696.21875 0.011453252
696.4375 0.011438223
696.6875 0.011363475
696.875 0.011367681
697.0625 0.011482751
697.28125 0.011457005
697.4375 0.011426087
697.65625 0.01133522
697.8125 0.011405042
698.03125 0.011466264
698.15625 0.011424481
698.375 0.011416834
698.59375 0.011425449
698.75 0.011404554
698.96875 0.011356262
699.21875 0.011395516
699.4375 0.011338904
699.6875 0.01133352
699.84375 0.011458785
700.03125 0.011396648
700.21875 0.011379013
700.4375 0.011333063
700.6875 0.011379644
700.875 0.011403865
701.03125 0.011365354
701.25 0.011330572
701.40625 0.011376917
701.625 0.011409747
701.84375 0.011363991
702 0.011482849
702.1875 0.011379777
702.34375 0.011364885
702.5625 0.011412973
702.75 0.011416686
702.96875 0.011312608
703.15625 0.011489512
703.375 0.011414074
703.5625 0.011367708
703.84375 0.011288939
704.03125 0.011379015
704.1875 0.011354542
704.375 0.011365943
704.5625 0.011270125
704.78125 0.011430679
705.09375 0.011391487
705.28125 0.011317855
705.46875 0.011292047
705.6875 0.011365664
705.875 0.011326278
706.15625 0.011394688
706.28125 0.011361877
706.4375 0.011351859
706.65625 0.011303683
706.875 0.011310354
707.0625 0.011301746
707.28125 0.011343659
707.53125 0.011351174
707.6875 0.011325732
707.875 0.011372259
708.09375 0.01134826
708.375 0.011330817
708.5 0.011371806
708.6875 0.011311759
708.90625 0.011291009
709.0625 0.011253731
709.28125 0.011318787
709.5 0.011319616
709.6875 0.011310577
709.90625 0.01136096
710.125 0.011373006
710.3125 0.011294274
710.59375 0.011379293
710.78125 0.011299184
711.03125 0.011270311
711.25 0.011268754
711.5 0.011292758
711.71875 0.011248749
711.96875 0.011344633
712.125 0.011354409
712.28125 0.011321497
712.5 0.011296667
712.75 0.011360488
712.96875 0.011192264
713.125 0.01129258
713.3125 0.011258434
713.53125 0.011329953
713.75 0.011241294
714 0.011304729
714.1875 0.011293099
714.46875 0.011190655
714.65625 0.011262571
714.90625 0.011352192
715.125 0.01132539
715.375 0.011235783
715.5625 0.011252975
715.84375 0.011304695
716.03125 0.011250499
716.34375 0.011098698
716.5 0.01127991
716.71875 0.011242686
716.875 0.011204967
717.03125 0.011159278
717.21875 0.011218469
717.4375 0.011186227
717.59375 0.011240204
717.8125 0.011181008
718 0.011287669
718.21875 0.011198433
718.46875 0.011149674
718.65625 0.01122841
718.90625 0.011197237
719.125 0.011195444
719.375 0.011245263
719.53125 0.01117157
719.71875 0.011205751
719.9375 0.011262146
720.21875 0.011208351
720.375 0.011241321
720.625 0.011178533
720.84375 0.011245023
721.03125 0.011228126
721.25 0.011235435
721.40625 0.011180702
721.59375 0.011180015
721.75 0.01118148
721.96875 0.011146629
722.125 0.011191506
722.375 0.011187242
722.5625 0.01117063
722.71875 0.01122949
722.9375 0.011218255
723.125 0.011255749
723.375 0.011104509
723.59375 0.011228739
723.78125 0.011219414
723.9375 0.011253825
724.15625 0.011136778
724.375 0.011240135
724.5625 0.011191964
724.78125 0.011137528
725.03125 0.011219311
725.25 0.011182264
725.5 0.011175378
725.6875 0.011199141
725.9375 0.011168211
726.15625 0.011178109
726.40625 0.01111612
726.625 0.011173755
726.875 0.011149569
727.0625 0.011173672
727.3125 0.011139069
727.46875 0.011110018
727.6875 0.011192371
727.84375 0.011106803
728.09375 0.011104336
728.4375 0.011082755
728.59375 0.011170128
728.75 0.011175157
728.96875 0.011088863
729.1875 0.011123909
729.40625 0.011156865
729.53125 0.011189862
729.78125 0.011128763
729.90625 0.011173512
730.125 0.01110812
730.34375 0.011069453
730.46875 0.011116859
730.6875 0.011141814
730.84375 0.011149062
731 0.011123616
731.21875 0.011176329
731.40625 0.011040176
731.5625 0.011200506
731.78125 0.011095229
731.9375 0.011210934
732.15625 0.011124144
732.28125 0.01118624
732.5 0.011142675
732.71875 0.011146507
732.90625 0.0110881
733.125 0.011097139
733.3125 0.011098491
733.53125 0.011176468
733.78125 0.011130513
734 0.011108563
734.21875 0.01118168
734.5 0.01117034
734.6875 0.011146867
734.9375 0.01109225
735.15625 0.011170564
735.40625 0.011124366
735.625 0.011175893
735.8125 0.011116177
736 0.01113949
736.15625 0.011135369
736.34375 0.011082601
736.53125 0.011081693
736.75 0.011208349
736.90625 0.011154828
737.0625 0.011041848
737.25 0.011089973
737.46875 0.011111982
737.625 0.011197246
737.78125 0.011131176
738 0.011140455
738.1875 0.011144326
738.34375 0.011023857
738.5625 0.011215728
738.71875 0.011175911
738.90625 0.011130019
739.0625 0.010992349
739.28125 0.011133289
739.4375 0.011208777
739.59375 0.011068627
739.8125 0.011103226
740 0.011211862
740.15625 0.011181065
740.375 0.011099746
740.53125 0.011119622
740.6875 0.011111802
740.90625 0.011153812
741.125 0.011113306
741.25 0.011142643
741.4375 0.011194044
741.625 0.011187129
741.78125 0.0111076
742 0.011133811
742.1875 0.011127883
742.34375 0.011082986
742.5625 0.011164207
742.71875 0.011096645
742.875 0.011082611
743.0625 0.011140718
743.28125 0.011033273
743.4375 0.011133408
743.625 0.011101747
743.78125 0.011065234
743.9375 0.011062096
744.15625 0.011096524
744.3125 0.011067854
744.5 0.011109688
744.6875 0.011130912
744.875 0.011140921
745.09375 0.011099646
745.25 0.01110946
745.40625 0.011123572
745.59375 0.011058943
745.8125 0.011107219
746.03125 0.011159981
746.125 0.011084704
746.34375 0.011161988
746.53125 0.011086716
746.6875 0.011077619
746.90625 0.011143284
747.0625 0.011157591
747.28125 0.011086417
747.4375 0.011091826
747.625 0.011177082
747.78125 0.01104496
747.9375 0.011064064
748.15625 0.011154901
748.375 0.011124831
748.5 0.011104354
748.71875 0.011146613
748.875 0.011069248
749.03125 0.011086724
749.25 0.011147362
749.4375 0.011169934
749.59375 0.011095571
749.8125 0.011186525
749.96875 0.01117394
750.1875 0.011109745
750.3125 0.011066229
750.5 0.011095636
750.6875 0.0110677
750.84375 0.011097816
751.0625 0.011107188
751.28125 0.011146262
751.46875 0.011127371
751.625 0.011096549
751.8125 0.011027639
751.96875 0.010995745
752.1875 0.011110643
752.375 0.011073075
752.53125 0.010987949
752.6875 0.011041503
752.90625 0.011071682
753.09375 0.011079493
753.25 0.010981468
753.46875 0.01107304
753.625 0.011094326
753.78125 0.011069497
753.96875 0.011049613
754.125 0.011064733
754.34375 0.01108734
754.5 0.011056393
754.71875 0.011075453
754.90625 0.011084907
755.0625 0.011040376
755.28125 0.011075271
755.4375 0.011035698
755.625 0.011041617
755.78125 0.011053531
756 0.011037945
756.125 0.011142529
756.3125 0.011030774
756.5 0.010988152
756.71875 0.011020702
756.875 0.011086609
757.09375 0.010913837
757.21875 0.011089835
757.4375 0.011025097
757.625 0.011077497
757.78125 0.011040866
758 0.011126725
758.15625 0.011063967
758.3125 0.011127679
758.53125 0.010999599
758.6875 0.011044811
758.875 0.010907307
759.09375 0.010985543
759.25 0.011013208
759.46875 0.011071354
759.625 0.010915203
759.78125 0.011100097
759.96875 0.010970899
760.1875 0.011029025
760.34375 0.011034202
760.5625 0.011088805
760.71875 0.011023758
760.875 0.010954637
761.09375 0.010994501
761.3125 0.011016516
761.4375 0.010993451
761.625 0.011011295
761.8125 0.011040576
762 0.010990121
762.1875 0.010899478
762.34375 0.010942584
762.5625 0.010966364
762.71875 0.010941217
762.90625 0.011035636
763.125 0.010935973
763.28125 0.010957203
763.5 0.010975323
763.625 0.010943386
763.8125 0.010976542
764 0.010992097
764.15625 0.011020439
764.375 0.010959434
764.53125 0.010944467
764.71875 0.011012065
764.9375 0.010946722
765.09375 0.010988555
765.3125 0.010936028
765.46875 0.011022892
765.625 0.010987558
765.8125 0.01104006
766.03125 0.01095261
766.1875 0.011014639
766.34375 0.011010039
766.53125 0.011027674
766.75 0.011022346
766.90625 0.010972686
767.125 0.011008911
767.25 0.010994555
767.46875 0.011035598
767.625 0.011018915
767.84375 0.01105228
768 0.011090541
768.21875 0.011012901
768.375 0.011040302
768.5625 0.01103304
768.75 0.011024268
768.90625 0.011049894
769.09375 0.011055988
769.28125 0.011058278
769.5 0.010986186
769.65625 0.01104926
769.8125 0.011041619
770 0.010997054
770.21875 0.010988103
770.4375 0.010939508
770.59375 0.011115312
770.78125 0.011006634
770.9375 0.011075849
771.09375 0.011008986
771.3125 0.011032856
771.53125 0.011053965
771.6875 0.011068061
771.90625 0.010936501
772.0625 0.011030033
772.25 0.011002028
772.40625 0.01095789
772.59375 0.011035442
772.75 0.011004779
772.96875 0.010993748
773.125 0.011034593
773.3125 0.011018322
773.53125 0.011015311
773.6875 0.010993912
773.90625 0.010968777
774.03125 0.010986337
774.25 0.011033483
774.4375 0.011041272
774.65625 0.010966314
774.8125 0.01096067
774.96875 0.010973126
775.15625 0.010983582
775.34375 0.011036212
775.53125 0.011002277
775.6875 0.010987954
775.90625 0.010955865
776.125 0.011031484
776.25 0.010963388
776.46875 0.010949948
776.625 0.011075616
776.8125 0.011007183
776.96875 0.010883412
777.1875 0.010985917
777.34375 0.010990775
777.5625 0.010997576
777.71875 0.011030682
777.875 0.011059309
778.0625 0.010948975
778.28125 0.010888292
778.4375 0.010992123
778.65625 0.010921241
778.8125 0.011002574
779.03125 0.011003811
779.1875 0.01100885
779.3125 0.011011354
779.53125 0.011071918
779.75 0.011033896
779.90625 0.011011014
780.09375 0.010975527
780.25 0.010997063
780.46875 0.011075468
780.625 0.011052147
780.84375 0.010916265
781 0.010982788
781.21875 0.010932628
781.34375 0.011093681
781.5625 0.010948722
781.71875 0.010956201
781.9375 0.01098067
782.125 0.011005997
782.34375 0.010958726
782.53125 0.011052179
782.75 0.010908479
782.96875 0.01106329
783.15625 0.011045389
783.3125 0.010965495
783.53125 0.010972076
783.65625 0.011006267
783.90625 0.011028085
784.09375 0.011116444
784.375 0.011083514
784.53125 0.011029166
784.6875 0.010916966
784.9375 0.011099107
785.15625 0.011021054
785.34375 0.010970676
785.5625 0.010946152
785.6875 0.010967147
785.90625 0.010982923
786.0625 0.010991252
786.21875 0.010967228
786.4375 0.010952908
786.65625 0.011109301
786.78125 0.01099352
786.96875 0.011007761
787.15625 0.010899439
787.3125 0.010909884
787.53125 0.011011913
787.71875 0.010920265
787.875 0.010955097
788.09375 0.010923072
788.25 0.010851935
788.40625 0.010975237
788.59375 0.010958494
788.8125 0.011006246
788.96875 0.010952396
789.15625 0.011051308
789.3125 0.011013191
789.53125 0.010994507
789.6875 0.010976589
789.84375 0.010968932
790.0625 0.011053463
790.21875 0.01102764
790.40625 0.010979551
790.625 0.01095563
790.78125 0.010983448
791 0.010988395
791.15625 0.010999834
791.3125 0.010986306
791.5 0.010956151
791.71875 0.010932086
791.875 0.010995208
792.09375 0.011013117
792.25 0.01091816
792.4375 0.01090362
792.59375 0.011026493
792.8125 0.010982577
793 0.01112758
793.15625 0.011006167
793.375 0.011035943
793.53125 0.011053992
793.6875 0.011034757
793.875 0.011003209
794.0625 0.010991821
794.25 0.011028383
794.40625 0.010998506
794.625 0.010997805
794.78125 0.011004011
794.96875 0.011001957
795.15625 0.010945615
795.34375 0.010991598
795.5625 0.010980278
795.71875 0.011019255
795.875 0.010970666
796.0625 0.010991273
796.25 0.011025687
796.4375 0.010981799
796.65625 0.010970469
796.8125 0.010937461
797 0.010972918
797.15625 0.010924403
797.375 0.010991687
797.53125 0.011043774
797.71875 0.011092486
797.875 0.01101936
798.09375 0.010947494
798.25 0.011024646
798.40625 0.010946124
798.625 0.0110118
798.78125 0.010946781
798.96875 0.011035133
799.1875 0.011007661
799.34375 0.011133612
799.5625 0.011028886
799.71875 0.010966609
799.90625 0.01099961
800 0.010972303
